Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,-9999
2133,Rodrigo,es ESP,FW,Valencia,es La Liga,28,1991,20.9,10,6,4,5,1,2,23,8.7,21,9,1,8,9,19,13,0,1fb1c435
2134,Kévin Rodrigues,pt POR,DFMF,Leganés,es La Liga,25,1994,21.5,56,31,31,17,8,25,46,54.3,21,30,3,27,31,87,26,1,f1bed920
2135,Kévin Rodrigues,pt POR,DF,Real Sociedad,es La Liga,25,1994,0.1,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,f1bed920
2136,Ángel Rodríguez,es ESP,FW,Getafe,es La Liga,32,1987,15.6,14,8,2,8,4,2,18,11.1,16,10,1,9,3,17,10,0,8cfc2f69
2137,Óscar Rodríguez Arnaiz,es ESP,MFFW,Leganés,es La Liga,21,1998,21.3,23,10,11,7,5,13,41,31.7,28,19,0,19,14,37,13,0,19709006
2138,Dani Rodríguez,es ESP,MFFW,Mallorca,es La Liga,31,1988,33.8,59,32,24,28,7,18,61,29.5,43,35,3,32,38,97,27,1,70f8e0bd
2139,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,25,1994,10.4,24,16,11,11,2,15,25,60.0,10,13,4,9,10,34,21,0,34e393f2
2140,James Rodríguez,co COL,MFFW,Real Madrid,es La Liga,28,1991,4.7,17,13,6,8,3,6,12,50.0,6,3,0,3,3,20,1,0,715bf047
2141,Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,30,1989,22.4,29,19,4,13,12,8,33,24.2,25,33,6,27,5,34,12,0,4ab53cdb
2142,Mario Rodriguez,es ESP,MF,Granada,es La Liga,22,1997,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,a5cdedc7
2143,Ricardo Rodríguez,ch SUI,DF,Milan,it Serie A,26,1992,4.3,6,1,2,2,2,2,6,33.3,4,3,2,1,5,11,17,0,7f78ad23
2144,Rodrygo,br BRA,FW,Real Madrid,es La Liga,18,2001,11.3,6,1,2,3,1,2,21,9.5,19,13,0,13,10,16,5,0,8f5e92a6
2145,Jack Rodwell,eng ENG,MF,Sheffield Utd,eng Premier League,28,1991,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,a07579ee
2146,Marko Rog,hr CRO,MF,Cagliari,it Serie A,24,1995,25.7,69,47,31,29,9,22,84,26.2,62,40,12,28,22,91,23,0,b6b2b820
2147,Agustín Rogel,uy URU,DF,Toulouse,fr Ligue 1,21,1997,9.5,15,8,12,3,0,7,13,53.8,6,13,10,3,11,26,35,2,ea42c03f
2148,Rogério,br BRA,DF,Sassuolo,it Serie A,21,1998,11.3,22,14,12,8,2,16,23,69.6,7,13,3,10,9,31,34,0,10e7f486
2149,Marcos Rojo,ar ARG,DF,Manchester Utd,eng Premier League,29,1990,1.4,3,1,2,1,0,1,2,50.0,1,2,1,1,0,3,6,0,e0991c04
2150,Filippo Romagna,it ITA,DF,Sassuolo,it Serie A,22,1997,16.4,7,6,2,5,0,5,6,83.3,1,24,17,7,10,17,69,0,84594618
2151,Alessio Romagnoli,it ITA,DF,Milan,it Serie A,24,1995,34.3,46,25,28,15,3,16,27,59.3,11,32,18,14,56,102,157,1,3ead85f9
2152,Alaixys Romao,tg TOG,MF,Reims,fr Ligue 1,35,1984,19.8,46,29,31,14,1,17,57,29.8,40,12,3,9,26,72,38,3,0aa874f4
2153,Cristian Romero,ar ARG,DF,Genoa,it Serie A,21,1998,28.6,52,35,36,12,4,12,41,29.3,29,59,33,26,75,127,116,2,a3d94a58
2154,Luka Romero,ar ARG,FW,Mallorca,es La Liga,14,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ca6edaa0
2155,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,27,1991,20.7,55,35,23,30,2,27,75,36.0,48,35,13,22,34,89,32,0,4b511457
2156,Rômulo,it ITA,MF,Brescia,it Serie A,32,1987,19.1,30,19,12,14,4,12,34,35.3,22,18,1,17,8,38,12,1,07abb358
2157,Rômulo,it ITA,DF,Genoa,it Serie A,32,1987,0.2,2,1,1,1,0,0,0,,0,0,0,0,0,2,1,0,07abb358
2158,Cristiano Ronaldo,pt POR,FW,Juventus,it Serie A,34,1985,32.4,14,10,3,3,8,4,20,20.0,16,10,3,7,6,20,21,1,dea698d9
2159,Facundo Roncaglia,ar ARG,DF,Osasuna,es La Liga,32,1987,14.2,24,20,12,10,2,11,20,55.0,9,18,3,15,22,46,46,0,51e3954c
2160,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,24,1994,19.9,76,51,25,41,10,22,63,34.9,41,30,4,26,36,112,16,2,ed45c4a5
2161,Valentin Rongier,fr FRA,MF,Nantes,fr Ligue 1,24,1994,3.0,5,4,0,2,3,3,5,60.0,2,4,0,4,2,7,0,0,ed45c4a5
2162,Marten de Roon,nl NED,MFDF,Atalanta,it Serie A,28,1991,30.2,77,43,36,29,12,34,75,45.3,41,32,8,24,46,123,45,0,2a1beb34
2163,Roberto Rosales,ve VEN,DF,Leganés,es La Liga,30,1988,20.8,42,23,23,17,2,19,43,44.2,24,17,4,13,30,72,48,0,81069528
2164,Antonio Rosati,it ITA,GK,Torino,it Serie A,36,1983,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,28a15394
2165,Danny Rose,eng ENG,DF,Tottenham,eng Premier League,29,1990,9.9,18,11,6,10,2,9,20,45.0,11,14,6,8,8,26,34,2,89d10e53
2166,Danny Rose,eng ENG,DF,Newcastle Utd,eng Premier League,29,1990,9.6,21,12,11,8,2,12,21,57.1,9,11,4,7,10,31,14,1,89d10e53
2167,Luca Rossettini,it ITA,DF,Lecce,it Serie A,34,1985,25.1,25,14,18,7,0,17,34,50.0,17,31,22,9,35,60,126,1,47a500ae
2168,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,28,1991,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7b5f516f
2169,Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,26,1993,26.3,48,29,26,18,4,15,29,51.7,14,33,5,28,30,78,58,0,13203c45
2170,Nolan Roux,fr FRA,FW,Nîmes,fr Ligue 1,31,1988,6.5,5,2,1,3,1,1,3,33.3,2,2,0,2,4,9,5,0,3071a619
2171,Nicolò Rovella,it ITA,MF,Genoa,it Serie A,17,2001,1.2,0,0,0,0,0,0,1,0.0,1,0,0,0,4,4,0,0,e58cbfd5
2172,Amir Rrahmani,xk KVX,DF,Hellas Verona,it Serie A,25,1994,35.9,50,31,26,19,5,26,46,56.5,20,50,31,19,30,80,151,1,4b3e1a38
2173,Rubén,es ESP,GK,Osasuna,es La Liga,35,1984,17.6,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,9,1,24279b8b
2174,Waldo Rubio,es ESP,MFFW,Valladolid,es La Liga,23,1995,9.8,13,8,10,3,0,5,31,16.1,26,12,0,12,7,20,7,0,ccaa5728
2175,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,26,1993,19.0,28,18,19,7,2,16,25,64.0,9,15,9,6,16,44,59,1,18b896d6
2176,Sebastian Rudy,de GER,MFDF,Hoffenheim,de Bundesliga,29,1990,30.4,73,49,31,29,13,28,75,37.3,47,26,5,21,27,100,38,0,80f36c88
2177,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,22.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,3,cac76a72
2178,Dion Ruffo Luci,it ITA,MF,Bologna,it Serie A,18,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,f239e6dd
2179,Daniele Rugani,it ITA,DF,Juventus,it Serie A,25,1994,7.7,8,6,4,4,0,4,5,80.0,1,4,4,0,11,19,18,0,14b8fcdf
2180,Mário Rui,pt POR,DF,Napoli,it Serie A,28,1991,21.8,31,17,12,12,7,11,29,37.9,18,24,5,19,21,52,43,0,0b5a292a
2181,Aitor Ruibal,es ESP,DFMF,Leganés,es La Liga,23,1996,13.6,27,17,14,11,2,16,39,41.0,23,18,1,17,8,35,11,0,a55d8df5
2182,Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,23,1996,29.8,43,26,19,18,6,24,65,36.9,41,32,4,28,32,75,18,2,c0c7ff58
2183,Gerónimo Rulli,ar ARG,GK,Montpellier,fr Ligue 1,27,1992,25.0,3,1,3,0,0,3,4,75.0,1,1,0,1,2,5,9,1,625c144a
2184,Lukas Rupp,de GER,FWMF,Norwich City,eng Premier League,28,1991,7.7,15,9,7,5,3,5,17,29.4,12,11,0,11,15,30,4,0,3faa1780
2185,Lukas Rupp,de GER,MF,Hoffenheim,de Bundesliga,28,1991,3.8,9,4,3,5,1,3,6,50.0,3,5,0,5,5,14,3,0,3faa1780
2186,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,27,1992,38.0,1,1,1,0,0,1,4,25.0,3,0,0,0,2,3,13,2,4535e4bb
2187,Julian Ryerson,no NOR,DFMF,Union Berlin,de Bundesliga,21,1997,4.1,7,5,2,1,4,3,6,50.0,3,5,3,2,5,12,9,0,009a4f60
2188,Frederik Rønnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,26,1992,9.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,a70b8345
2189,João Victor Santos Sá,br BRA,MFFW,Wolfsburg,de Bundesliga,25,1994,18.1,35,22,12,17,6,10,38,26.3,28,31,1,30,9,44,9,0,1a1033a1
2190,Roli Pereira de Sa,fr FRA,MF,Nantes,fr Ligue 1,22,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,60f58477
2191,Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,26,1993,10.1,18,11,9,4,5,6,22,27.3,16,8,1,7,18,36,23,0,fbbb9269
2192,Stefano Sabelli,it ITA,DF,Brescia,it Serie A,26,1993,35.2,83,44,51,28,4,50,106,47.2,56,40,13,27,58,141,107,0,0ccac09c
2193,Abdelhamid Sabiri,ma MAR,MF,Paderborn 07,de Bundesliga,22,1996,11.6,20,16,6,11,3,9,27,33.3,18,9,2,7,8,28,18,1,4830e0af
2194,Marcel Sabitzer,at AUT,MFFW,RB Leipzig,de Bundesliga,25,1994,27.8,39,25,15,18,6,19,56,33.9,37,27,4,23,23,62,25,0,e280527c
2195,Ihsan Sacko,fr FRA,FW,Nice,fr Ligue 1,22,1997,1.6,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,68a87d66
2196,Alexis Saelemaekers,be BEL,FWDF,Milan,it Serie A,20,1999,7.6,14,8,5,7,2,6,20,30.0,14,13,1,12,8,22,1,0,ee251371
2197,Jorge Sáenz,es ESP,DF,Celta Vigo,es La Liga,22,1996,4.1,6,1,4,2,0,3,5,60.0,2,5,2,3,10,16,15,0,bfca375c
2198,Nuri Şahin,tr TUR,MF,Werder Bremen,de Bundesliga,30,1988,13.9,27,16,10,14,3,11,35,31.4,24,15,7,8,37,64,38,0,f4081572
2199,Wesley Saïd,fr FRA,MFFW,Toulouse,fr Ligue 1,24,1995,12.9,20,9,8,10,2,2,13,15.4,11,6,0,6,9,29,8,0,90fcf472
2200,Allan Saint-Maximin,fr FRA,MFFW,Newcastle Utd,eng Premier League,22,1997,20.7,13,8,7,4,2,4,18,22.2,14,5,2,3,9,22,6,0,2b16cb1a
2201,Théo Sainte-Luce,fr FRA,MFDF,Nîmes,fr Ligue 1,20,1998,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,93c942fb
2202,Borja Sainz,es ESP,MFFW,Alavés,es La Liga,18,2001,6.4,16,9,4,9,3,8,26,30.8,18,14,0,14,3,19,0,0,1b40049a
2203,Romain Saïss,ma MAR,DF,Wolves,eng Premier League,29,1990,30.1,55,38,37,15,3,32,46,69.6,14,31,16,15,55,110,127,3,9fbbcf39
2204,Bukayo Saka,eng ENG,DFFW,Arsenal,eng Premier League,17,2001,19.5,36,21,21,8,7,19,37,51.4,18,12,3,9,12,48,19,0,bc7dc64d
2205,Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,29,1990,18.0,57,36,26,24,7,25,40,62.5,15,20,5,15,23,80,34,1,d63e2912
2206,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,29,1990,10.3,7,5,5,1,1,2,5,40.0,3,12,5,7,20,27,46,2,87935cf3
2207,Jacopo Sala,it ITA,DF,SPAL,it Serie A,27,1991,9.5,29,24,17,11,1,17,31,54.8,14,4,0,4,13,42,15,1,da5a981b
2208,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,27,1992,32.0,16,6,1,4,11,5,22,22.7,17,3,1,2,8,24,2,1,e342ad68
2209,Bartosz Salamon,pl POL,DF,SPAL,it Serie A,28,1991,3.8,2,1,2,0,0,1,2,50.0,1,4,4,0,6,8,14,0,9b30df1e
2210,Eddie Salcedo,it ITA,FWMF,Hellas Verona,it Serie A,17,2001,7.6,3,1,2,0,1,0,5,0.0,5,4,0,4,1,4,2,0,0489bb30
2211,William Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2001,11.0,19,9,15,3,1,5,10,50.0,5,13,4,9,21,40,36,1,972aeb2a
2212,Yannis Salibur,fr FRA,MFFW,Mallorca,es La Liga,28,1991,0.9,0,0,0,0,0,0,4,0.0,4,0,0,0,1,1,1,0,bb4a42be
2213,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,35,1984,4.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0,74733221
2214,Mohammed Salisu,gh GHA,DF,Valladolid,es La Liga,20,1999,30.3,41,24,28,13,0,21,34,61.8,13,32,26,6,35,76,158,3,0b33f6ad
2215,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,22,1997,12.9,17,10,4,9,4,7,20,35.0,13,12,2,10,7,24,4,0,bf075f6b
2216,Lazar Samardzic,de GER,MFFW,Hertha BSC,de Bundesliga,17,2002,0.4,4,4,2,2,0,1,4,25.0,3,2,1,1,0,4,0,0,217c93a1
2217,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,23,1996,14.6,37,18,14,17,6,12,34,35.3,22,25,8,17,40,77,27,1,08593525
2218,Mbwana Samatta,tz TAN,FW,Aston Villa,eng Premier League,26,1992,10.5,6,4,0,3,3,1,8,12.5,7,7,0,7,1,7,6,0,dae8623e
2219,Mama Samba Baldé,gw GNB,FWMF,Dijon,fr Ligue 1,23,1995,18.6,24,13,9,8,7,7,30,23.3,23,17,0,17,7,31,24,0,fb14aa28
2220,Junior Sambia,fr FRA,DFMF,Montpellier,fr Ligue 1,22,1996,6.5,8,6,4,2,2,3,13,23.1,10,4,0,4,8,16,6,0,24eb7ed6
2221,Frédéric Sammaritano,fr FRA,MFFW,Dijon,fr Ligue 1,33,1986,5.8,9,7,4,4,1,4,11,36.4,7,6,1,5,2,11,3,1,8802c1d5
2222,Fede San Emeterio,es ESP,MF,Valladolid,es La Liga,22,1997,19.5,26,13,18,6,2,7,29,24.1,22,20,8,12,28,54,13,1,efecd633
2223,Mikel San José,es ESP,MF,Athletic Club,es La Liga,30,1989,4.0,9,4,2,4,3,2,10,20.0,8,3,1,2,9,18,12,0,003a5c72
2224,Antonio Sanabria,py PAR,FW,Genoa,it Serie A,23,1996,15.4,14,11,2,7,5,3,14,21.4,11,13,1,12,5,19,12,1,0a447501
2225,Oihan Sancet,es ESP,MFFW,Athletic Club,es La Liga,19,2000,8.2,11,7,5,4,2,4,11,36.4,7,6,0,6,2,13,2,0,bdb624a3
2226,Renato Sanches,pt POR,MFFW,Lille,fr Ligue 1,21,1997,16.5,28,15,9,15,4,8,33,24.2,25,19,1,18,15,43,10,1,032f894e
2227,Renato Sanches,pt POR,MF,Bayern Munich,de Bundesliga,21,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,032f894e
2228,Alexis Sánchez,cl CHI,FW,Inter,it Serie A,30,1988,10.3,9,7,1,4,4,5,13,38.5,8,7,0,7,3,12,1,0,2c0f8e9e
2229,Carlos Sánchez,co COL,MF,West Ham,eng Premier League,33,1986,1.3,1,0,0,1,0,1,1,100.0,0,1,0,1,2,3,1,0,50b51fac
2230,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,23,1996,27.0,44,27,32,12,0,22,44,50.0,22,40,28,12,34,78,128,5,da7b447d
2231,Germán Sánchez,es ESP,DF,Granada,es La Liga,32,1986,25.5,16,10,12,4,0,6,16,37.5,10,29,23,6,33,49,115,2,ea9b2ef9
2232,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,22,1997,5.5,5,4,3,2,0,1,3,33.3,2,4,2,2,4,9,24,0,60359288
2233,Manuel Sánchez,es ESP,DF,Atlético Madrid,es La Liga,18,2000,3.6,13,7,2,7,4,8,15,53.3,7,3,0,3,7,20,1,0,ffacd3d5
2234,Víctor Sánchez,es ESP,MF,Espanyol,es La Liga,31,1987,18.8,66,36,36,23,7,30,71,42.3,41,31,8,23,27,93,23,1,ad4d0985
2235,Jadon Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,19,2000,25.4,14,11,6,6,2,8,24,33.3,16,8,0,8,14,28,6,0,dbf053da
2236,Alex Sandro,br BRA,DF,Juventus,it Serie A,28,1991,26.5,44,26,23,14,7,12,33,36.4,21,26,6,20,47,91,46,3,0d82903c
2237,Leroy Sané,de GER,FW,Manchester City,eng Premier League,23,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2b114be3
2238,Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,28,1990,12.5,16,9,12,4,0,11,19,57.9,8,19,7,12,21,37,50,0,791abba1
2239,Luca Sangalli,es ESP,MF,Real Sociedad,es La Liga,24,1995,4.1,1,0,0,1,0,1,8,12.5,7,3,0,3,1,2,0,0,7958dc65
2240,Ibrahim Sangaré,ci CIV,MF,Toulouse,fr Ligue 1,21,1997,24.2,84,54,37,42,5,33,74,44.6,41,28,10,18,39,123,49,4,bced0375
2241,Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,33,1986,25.8,65,34,21,34,10,28,64,43.8,36,33,8,25,35,100,39,1,466824fb
2242,Yaya Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,26,1993,10.1,6,3,2,3,1,1,2,50.0,1,4,1,3,7,13,14,0,11ced928
2243,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,24,1994,24.1,60,28,20,29,11,13,52,25.0,39,39,5,34,23,83,9,0,6e7f1353
2244,Nicola Sansone,it ITA,FWMF,Bologna,it Serie A,27,1991,25.2,34,20,12,18,4,15,59,25.4,44,21,0,21,11,45,9,0,7eb97a8e
2245,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,24,1995,27.8,91,53,39,43,9,35,79,44.3,44,27,5,22,43,134,36,0,5e22e2a4
2246,Federico Santander,py PAR,FW,Bologna,it Serie A,28,1991,8.6,13,8,3,0,10,1,4,25.0,3,3,0,3,7,20,12,0,df85d472
2247,Davide Santon,it ITA,DF,Roma,it Serie A,28,1991,6.9,11,6,6,5,0,6,17,35.3,11,2,1,1,11,22,13,0,88c89891
2248,Samir Santos,br BRA,DF,Udinese,it Serie A,24,1994,17.2,35,27,24,8,3,12,23,52.2,11,16,6,10,33,68,64,1,92b4758e
2249,Riccardo Saponara,it ITA,MFFW,Genoa,it Serie A,27,1991,1.9,4,3,2,2,0,0,2,0.0,2,2,1,1,0,4,2,0,3bb7af3b
2250,Riccardo Saponara,it ITA,MFFW,Lecce,it Serie A,27,1991,10.5,12,8,4,8,0,6,13,46.2,7,2,0,2,5,17,7,0,3bb7af3b
2251,Ivan Šaponjić,rs SRB,DFFW,Atlético Madrid,es La Liga,21,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,d2aea9ac
2252,Pablo Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,27,1992,12.9,12,7,3,6,3,4,25,16.0,21,19,1,18,10,22,5,0,9744ff80
2253,Marcelo Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,21,1998,2.0,8,6,2,5,1,5,6,83.3,1,3,1,2,1,9,5,0,1c96ad85
2254,Josh Sargent,us USA,FW,Werder Bremen,de Bundesliga,19,2000,15.7,11,6,5,4,2,2,12,16.7,10,17,1,16,14,25,21,0,a8d4428b
2255,Bouna Sarr,sn SEN,DFFW,Marseille,fr Ligue 1,27,1992,24.0,60,37,30,19,11,30,53,56.6,23,17,1,16,32,92,38,0,1a4b9094
2256,Ismaila Sarr,sn SEN,FWMF,Watford,eng Premier League,21,1998,22.5,11,10,5,2,4,5,23,21.7,18,9,1,8,18,29,10,0,bfdb33aa
2257,Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,20,1999,16.2,19,11,13,6,0,9,22,40.9,13,10,4,6,38,57,31,4,4315f30d
2258,Sidy Sarr,sn SEN,MF,Nîmes,fr Ligue 1,23,1996,12.9,35,18,15,16,4,11,34,32.4,23,13,3,10,15,50,18,0,a0b65401
2259,Joan Sastre Vanrell,es ESP,DF,Mallorca,es La Liga,22,1997,15.1,30,17,26,3,1,17,39,43.6,22,8,2,6,23,53,27,1,f9acf8bf
2260,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,27,1991,16.9,52,39,16,30,6,25,77,32.5,52,10,0,10,35,87,21,1,6bde367b
2261,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,28,1991,22.0,22,17,11,10,1,11,18,61.1,7,16,9,7,24,46,91,1,f6ac68c1
2262,Fabian Schär,ch SUI,DFMF,Newcastle Utd,eng Premier League,27,1991,18.6,39,21,25,14,0,19,40,47.5,21,35,18,17,47,86,74,2,c8aa95da
2263,Louis Schaub,at AUT,MF,Köln,de Bundesliga,24,1994,6.9,15,12,2,9,4,5,14,35.7,9,10,1,9,3,18,2,0,b50ec54b
2264,Ezequiel Schelotto,it ITA,DF,Brighton,eng Premier League,30,1989,4.0,4,3,1,2,1,2,8,25.0,6,3,0,3,7,11,14,0,a6e316c1
2265,Patrik Schick,cz CZE,FW,RB Leipzig,de Bundesliga,23,1996,14.4,7,3,1,3,3,2,9,22.2,7,8,2,6,2,9,17,0,5d4f7d61
2266,Julian Schieber,de GER,FW,Augsburg,de Bundesliga,30,1989,0.5,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,37c213cf
2267,Kingsley Schindler,de GER,FWMF,Köln,de Bundesliga,26,1993,9.4,8,5,3,5,0,4,12,33.3,8,6,1,5,6,14,17,0,bd527260
2268,Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,21,1997,19.1,47,29,13,30,4,14,44,31.8,30,16,2,14,17,64,12,0,8f056768
2269,Keven Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,22,1997,21.5,52,27,36,15,1,17,29,58.6,12,40,21,19,40,92,113,1,f6bdc830
2270,Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,19,1999,4.1,6,3,4,2,0,2,5,40.0,3,7,5,2,3,9,20,1,34e12499
2271,Jeffrey Schlupp,gh GHA,FWMF,Crystal Palace,eng Premier League,26,1992,11.5,18,9,10,7,1,6,16,37.5,10,11,3,8,13,31,15,0,3312f911
2272,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,32,1986,38.0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,4,2,53af52f3
2273,Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,31,1988,0.7,2,1,1,1,0,1,1,100.0,0,0,0,0,1,3,2,0,89565ac5
2274,Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,29,1990,31.5,42,27,19,19,4,19,37,51.4,18,23,8,15,35,77,84,0,088ca1bd
2275,Manuel Schmiedebach,de GER,MF,Union Berlin,de Bundesliga,30,1988,2.0,4,1,0,3,1,1,7,14.3,6,1,1,0,3,7,3,0,d8f5dc3d
2276,Benno Schmitz,de GER,DF,Köln,de Bundesliga,24,1994,12.9,28,17,13,11,4,16,36,44.4,20,11,1,10,16,44,27,0,ad00b1a8
2277,Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,29,1989,11.1,31,22,13,16,2,8,24,33.3,16,13,3,10,21,52,20,1,51b41c5c
2278,Lasse Schöne,dk DEN,MF,Genoa,it Serie A,33,1986,27.0,42,26,16,22,4,15,48,31.3,33,22,6,16,37,79,25,2,c3a8bcd8
2279,Sebastian Schonlau,de GER,DF,Paderborn 07,de Bundesliga,24,1994,23.0,64,43,50,14,0,41,66,62.1,25,36,15,21,40,104,138,1,efd623db
2280,Alessandro Schöpf,at AUT,MF,Schalke 04,de Bundesliga,25,1994,15.9,29,16,11,10,8,12,33,36.4,21,17,1,16,26,55,8,0,106bca06
2281,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,22,1997,12.0,26,16,13,11,2,10,26,38.5,16,19,7,12,26,52,22,0,2cfae697
2282,Markus Schubert,de GER,GK,Schalke 04,de Bundesliga,21,1998,8.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,4,289b90cd
2283,Nico Schulz,de GER,DFMF,Dortmund,de Bundesliga,26,1993,6.6,11,7,3,6,2,8,13,61.5,5,14,4,10,9,20,9,0,fa274d97
2284,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,27,1992,23.2,0,0,0,0,0,0,0,,0,2,0,2,1,1,8,3,0d55d942
2285,Matteo Scozzarella,it ITA,MF,Parma,it Serie A,31,1988,10.2,23,15,8,13,2,14,29,48.3,15,19,14,5,27,50,28,0,ea164f99
2286,Aleksandar Sedlar,rs SRB,DF,Mallorca,es La Liga,27,1991,9.0,13,6,10,2,1,7,11,63.6,4,17,11,6,16,29,31,0,a35134ae
2287,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,24,1995,10.7,6,3,2,2,2,4,7,57.1,3,7,1,6,1,7,11,0,1238a3f9
2288,Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,24,1995,5.1,2,0,1,1,0,0,2,0.0,2,1,0,1,0,2,2,0,1238a3f9
2289,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,27,1992,27.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,6,0,834b5c4c
2290,Ken Sema,se SWE,DFMF,Udinese,it Serie A,25,1993,27.3,59,41,43,15,1,36,68,52.9,32,26,6,20,17,76,41,1,1770bd68
2291,Nélson Semedo,pt POR,DF,Barcelona,es La Liga,25,1993,23.3,51,30,27,18,6,21,36,58.3,15,18,3,15,22,73,30,0,d04b94db
2292,Alessandro Semprini,it ITA,DF,Brescia,it Serie A,21,1998,7.0,10,4,7,3,0,7,9,77.8,2,10,3,7,9,19,16,0,dd29f81d
2293,Josep Señé,es ESP,MF,Mallorca,es La Liga,27,1991,1.7,2,1,2,0,0,2,5,40.0,3,2,1,1,0,2,2,0,8fc259d7
2294,Stefano Sensi,it ITA,MF,Inter,it Serie A,23,1995,8.0,18,10,10,7,1,6,22,27.3,16,15,1,14,9,27,4,0,b70bde8f
2295,Luigi Sepe,it ITA,GK,Parma,it Serie A,28,1991,34.0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,6,2,343f753a
2296,Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,22,1997,17.8,56,37,16,33,7,18,61,29.5,43,39,7,32,24,80,7,0,b3325a30
2297,Ryan Sessegnon,eng ENG,DFFW,Tottenham,eng Premier League,19,2000,3.8,6,4,2,4,0,3,6,50.0,3,0,0,0,3,9,12,0,6aa3e78b
2298,Salva Sevilla,es ESP,MF,Mallorca,es La Liga,35,1984,28.5,27,21,11,16,0,9,30,30.0,21,17,5,12,29,56,17,1,75bd85ea
