Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,-9999
101,Houssem Aouar,fr FRA,MF,Lyon,fr Ligue 1,24-187,1998,7,6,360,4.0,1,0,1,0,0,2,0,0.25,0.00,0.25,0.25,0.25,0.8,0.8,0.1,0.9,0.19,0.03,0.22,0.19,0.22,a5db0bec
102,Adil Aouchiche,fr FRA,MF,Lorient,fr Ligue 1,20-172,2002,4,0,54,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.38,0.00,0.38,0.38,0.38,b94b8be1
103,Dennis Appiah,fr FRA,DFMF,Nantes,fr Ligue 1,30-208,1992,15,9,795,8.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.05,0.02,0.06,0.05,0.06,feb5d3ab
104,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,27-095,1995,6,6,511,5.7,0,1,0,0,0,2,1,0.00,0.18,0.18,0.00,0.18,0.2,0.2,0.9,1.1,0.03,0.17,0.20,0.03,0.20,58afe001
105,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,33-261,1989,10,4,493,5.5,1,0,1,0,0,1,0,0.18,0.00,0.18,0.18,0.18,0.3,0.3,0.2,0.5,0.06,0.04,0.10,0.06,0.10,56413b1f
106,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,23-302,1999,6,6,510,5.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.7,0.10,0.03,0.13,0.10,0.13,2bef2bca
107,Cameron Archer,eng ENG,FWMF,Aston Villa,eng Premier League,21-166,2001,6,0,49,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,05e8ca6d
108,Taïryk Arconte,fr FRA,FW,Brest,fr Ligue 1,19-052,2003,1,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.79,0.00,0.79,0.79,0.79,c5e6c017
109,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,29-310,1993,2,0,107,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2f965a72
110,Joe Aribo,ng NGA,MFFW,Southampton,eng Premier League,26-166,1996,17,11,1055,11.7,2,0,2,0,0,2,0,0.17,0.00,0.17,0.17,0.17,1.4,1.4,0.8,2.2,0.12,0.07,0.19,0.12,0.19,328f7d51
111,Adam Armstrong,eng ENG,FW,Southampton,eng Premier League,25-327,1997,16,11,877,9.7,1,1,1,0,0,0,0,0.10,0.10,0.21,0.10,0.21,1.1,1.1,0.7,1.8,0.11,0.07,0.18,0.11,0.18,68c720b5
112,Stuart Armstrong,sct SCO,MFFW,Southampton,eng Premier League,30-279,1992,16,7,759,8.4,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,1.1,1.1,1.7,2.8,0.14,0.20,0.33,0.14,0.33,97333cf5
113,Marko Arnautović,at AUT,FW,Bologna,it Serie A,33-259,1989,13,13,1099,12.2,8,0,5,3,3,4,0,0.66,0.00,0.66,0.41,0.41,5.6,3.3,1.7,5.0,0.46,0.14,0.60,0.27,0.41,00459419
114,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,28-221,1994,15,15,1307,14.5,3,2,2,1,1,4,0,0.21,0.14,0.34,0.14,0.28,1.3,0.6,2.7,3.2,0.09,0.18,0.28,0.04,0.22,86e119e0
115,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,28-092,1994,8,8,675,7.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,28d596a0
116,Roberto Arroyo,es ESP,MF,Valladolid,es La Liga,19-131,2003,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,6091cf45
117,Tolgay Arslan,de GER,MF,Udinese,it Serie A,32-140,1990,14,6,509,5.7,1,0,1,0,0,1,0,0.18,0.00,0.18,0.18,0.18,0.7,0.7,0.3,1.0,0.13,0.05,0.18,0.13,0.18,963a328b
118,Arthur,br BRA,FW,Fiorentina,it Serie A,24-253,1998,12,4,497,5.5,2,1,1,1,1,1,0,0.36,0.18,0.54,0.18,0.36,2.4,1.6,0.4,2.0,0.43,0.07,0.50,0.29,0.36,a820e429
119,Santiago Arzamendia,py PAR,MFDF,Cádiz,es La Liga,24-243,1998,4,3,255,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.06,0.12,0.19,0.06,0.19,759d8dd7
120,Takuma Asano,jp JPN,MFFW,Bochum,de Bundesliga,28-054,1994,6,6,399,4.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,1.1,0.14,0.10,0.24,0.14,0.24,13ddc856
121,Santiago Ascacíbar,ar ARG,MF,Cremonese,it Serie A,25-312,1997,12,7,699,7.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.05,0.05,0.11,0.05,0.11,e26fcca3
122,Sergio Asenjo,es ESP,GK,Valladolid,es La Liga,33-189,1989,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,9f0ea33f
123,Marco Asensio,es ESP,FWMF,Real Madrid,es La Liga,26-347,1996,10,2,245,2.7,1,2,1,0,0,0,0,0.37,0.73,1.10,0.37,1.10,1.0,1.0,1.4,2.5,0.37,0.53,0.90,0.37,0.90,45af8a54
124,Kristoffer Askildsen,no NOR,MF,Lecce,it Serie A,21-359,2001,12,6,501,5.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.08,0.05,0.13,0.08,0.13,a69cc629
125,Fisnik Asllani,xk KVX,FWMF,Hoffenheim,de Bundesliga,20-148,2002,3,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.6,1.17,0.10,1.27,1.17,1.27,35f67a30
126,Kristjan Asllani,al ALB,MF,Inter,it Serie A,20-300,2002,7,2,191,2.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.06,0.08,0.14,0.06,0.14,0fdcef0e
127,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,35-155,1987,15,13,1212,13.5,7,3,6,1,2,3,0,0.52,0.22,0.74,0.45,0.67,3.8,2.2,2.7,4.9,0.28,0.20,0.48,0.16,0.37,7dcf86f6
128,Lorenz Assignon,tg TOG,DFMF,Rennes,fr Ligue 1,22-195,2000,5,2,179,2.0,0,1,0,0,0,2,0,0.00,0.50,0.50,0.00,0.50,0.2,0.2,0.3,0.5,0.09,0.15,0.24,0.09,0.24,b026bbf6
129,Youcef Atal,dz ALG,DFMF,Nice,fr Ligue 1,26-231,1996,12,7,624,6.9,1,0,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,0.9,0.9,1.2,2.0,0.12,0.17,0.29,0.12,0.29,6a827d8e
130,Pierre-Emerick Aubameyang,ga GAB,FW,Chelsea,eng Premier League,33-199,1989,8,4,332,3.7,1,0,1,0,0,1,0,0.27,0.00,0.27,0.27,0.27,0.5,0.5,0.3,0.9,0.14,0.09,0.23,0.14,0.23,d5dd5f1f
131,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,33-199,1989,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,1.18,0.00,1.18,1.18,1.18,d5dd5f1f
132,Emil Audero,it ITA,GK,Sampdoria,it Serie A,25-350,1997,15,15,1350,15.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,649b01d8
133,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,28-126,1994,14,12,1086,12.1,0,2,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,0.1,0.1,0.7,0.8,0.01,0.06,0.07,0.01,0.07,3cd3b384
134,Ludwig Augustinsson,se SWE,DF,Aston Villa,eng Premier League,28-257,1994,2,1,53,0.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,9fec8860
135,Serge Aurier,ci CIV,DF,Nott'ham Forest,eng Premier League,30-010,1992,9,8,693,7.7,1,0,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,0.3,0.3,0.2,0.5,0.03,0.03,0.06,0.03,0.06,5c2b4f07
136,Mathias Autret,fr FRA,MFFW,Auxerre,fr Ligue 1,31-308,1991,15,12,964,10.7,2,2,1,1,1,0,0,0.19,0.19,0.37,0.09,0.28,2.1,1.3,1.6,2.8,0.19,0.15,0.34,0.12,0.27,7dfbba27
137,Ezequiel Ávila,ar ARG,FWMF,Osasuna,es La Liga,28-331,1994,14,12,914,10.2,6,1,4,2,3,3,1,0.59,0.10,0.69,0.39,0.49,4.6,2.2,1.1,3.3,0.45,0.11,0.56,0.22,0.32,253a06b9
138,Cédric Avinel,gp GLP,DF,Ajaccio,fr Ligue 1,36-114,1986,9,8,697,7.7,1,0,1,0,0,1,1,0.13,0.00,0.13,0.13,0.13,1.0,1.0,0.0,1.0,0.12,0.00,0.12,0.12,0.12,a94d93be
139,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,25-144,1997,15,8,660,7.3,3,0,3,0,0,0,0,0.41,0.00,0.41,0.41,0.41,3.8,3.8,0.9,4.8,0.52,0.13,0.65,0.52,0.65,e5478b87
140,Mehmet-Can Aydin,de GER,DF,Schalke 04,de Bundesliga,20-328,2002,7,1,208,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.7,0.07,0.25,0.32,0.07,0.32,fe46e261
141,Jordan Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,31-114,1991,16,13,1067,11.9,1,1,1,0,0,1,0,0.08,0.08,0.17,0.08,0.17,1.2,1.2,1.2,2.3,0.10,0.10,0.20,0.10,0.20,da052c14
142,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,28-054,1994,10,5,545,6.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2200181e
143,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,31-131,1991,9,2,254,2.8,0,1,0,0,0,1,0,0.00,0.35,0.35,0.00,0.35,0.2,0.2,0.1,0.3,0.06,0.04,0.10,0.06,0.10,420d7c7d
144,Ayman Azhil,ma MAR,MF,Leverkusen,de Bundesliga,21-268,2001,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,ce81d82d
145,Sardar Azmoun,ir IRN,MFFW,Leverkusen,de Bundesliga,28-002,1995,8,2,281,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,1.1,2.1,0.34,0.34,0.67,0.34,0.67,10549b49
146,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,33-128,1989,13,8,800,8.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.8,0.9,0.02,0.09,0.10,0.02,0.10,53cad200
147,Sanoussy Ba,de GER,DF,RB Leipzig,de Bundesliga,18-363,2004,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,f582d5c1
148,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,26-346,1996,12,7,637,7.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.03,0.03,0.00,0.03,bfd381b3
149,Srđan Babić,rs SRB,DF,Almería,es La Liga,26-256,1996,14,13,1215,13.5,1,0,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,0.4,0.4,0.2,0.6,0.03,0.01,0.04,0.03,0.04,075fe5a3
150,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,22-267,2000,1,1,90,1.0,0,1,0,0,0,1,0,0.00,1.00,1.00,0.00,1.00,0.2,0.2,0.1,0.3,0.20,0.06,0.26,0.20,0.26,114bbdee
151,Édgar Badía,es ESP,GK,Elche,es La Liga,30-325,1992,15,15,1350,15.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,e4346678
152,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,21-283,2001,11,9,839,9.3,2,0,2,0,0,3,0,0.21,0.00,0.21,0.21,0.21,0.6,0.6,0.4,1.0,0.07,0.04,0.11,0.07,0.11,06df8256
153,Alex Baena,es ESP,MFFW,Villarreal,es La Liga,21-167,2001,14,6,708,7.9,4,0,4,0,0,6,1,0.51,0.00,0.51,0.51,0.51,1.3,1.3,2.5,3.8,0.17,0.31,0.48,0.17,0.48,518f2234
154,Jaime Báez,uy URU,DF,Cremonese,it Serie A,27-253,1995,2,1,96,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.12,0.12,0.24,0.12,0.24,dfd24c07
155,Leon Bailey,jm JAM,FWMF,Aston Villa,eng Premier League,25-147,1997,16,13,976,10.8,3,2,3,0,0,4,0,0.28,0.18,0.46,0.28,0.46,2.3,2.3,2.0,4.4,0.21,0.19,0.40,0.21,0.40,3a233281
156,Eric Bailly,ci CIV,DF,Marseille,fr Ligue 1,28-266,1994,6,3,306,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,a1232f4e
157,Dénys Bain,fr FRA,DF,Auxerre,fr Ligue 1,29-185,1993,2,1,126,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,5065d67d
158,Brandon Baiye,be BEL,MF,Clermont Foot,fr Ligue 1,22-007,2000,7,0,51,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.21,0.21,0.00,0.21,7e3e825e
159,Stefan Bajcetic,es ESP,MFFW,Liverpool,eng Premier League,18-073,2004,3,0,38,0.4,1,0,1,0,0,0,0,2.37,0.00,2.37,2.37,2.37,0.6,0.6,0.0,0.6,1.36,0.00,1.36,1.36,1.36,32e8417f
160,Nedim Bajrami,al ALB,MFFW,Empoli,it Serie A,23-309,1999,15,7,814,9.0,1,0,1,0,0,0,0,0.11,0.00,0.11,0.11,0.11,1.2,1.2,1.1,2.3,0.13,0.12,0.25,0.13,0.25,f42d6c13
161,Cédric Bakambu,cd COD,MF,Marseille,fr Ligue 1,31-267,1991,3,0,59,0.7,0,1,0,0,0,0,0,0.00,1.53,1.53,0.00,1.53,0.0,0.0,1.0,1.0,0.00,1.56,1.56,0.00,1.56,0af4dcf0
162,Mitchel Bakker,nl NED,MFDF,Leverkusen,de Bundesliga,22-197,2000,13,9,764,8.5,1,1,1,0,0,3,1,0.12,0.12,0.24,0.12,0.24,0.3,0.3,0.8,1.2,0.04,0.10,0.14,0.04,0.14,a8567629
163,Ridle Baku,de GER,DF,Wolfsburg,de Bundesliga,24-270,1998,15,14,1280,14.2,3,1,3,0,0,3,0,0.21,0.07,0.28,0.21,0.28,1.3,1.3,2.1,3.5,0.09,0.15,0.24,0.09,0.24,442b56fa
164,Tommaso Baldanzi,it ITA,MF,Empoli,it Serie A,19-286,2003,6,5,364,4.0,2,0,2,0,0,0,0,0.49,0.00,0.49,0.49,0.49,0.7,0.7,0.2,0.9,0.17,0.05,0.22,0.17,0.22,102e2599
165,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,19-077,2003,13,12,977,10.9,0,3,0,0,0,2,0,0.00,0.28,0.28,0.00,0.28,0.3,0.3,1.6,2.0,0.03,0.15,0.18,0.03,0.18,5ccc9672
166,Thierno Balde,fr FRA,DF,Troyes,fr Ligue 1,20-207,2002,13,12,975,10.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.8,0.01,0.06,0.07,0.01,0.07,3975195f
167,Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,19-000,2004,6,0,66,0.7,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04,a1390d2f
168,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,34-308,1988,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,1fe67e86
169,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,23-342,1999,17,15,1315,14.6,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,7c3ed041
170,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,31-002,1992,15,15,1350,15.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.9,1.2,0.02,0.06,0.08,0.02,0.08,cee88597
171,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,26-000,1997,3,2,196,2.2,1,0,1,0,0,0,0,0.46,0.00,0.46,0.46,0.46,0.1,0.1,0.1,0.2,0.07,0.03,0.09,0.07,0.09,f449640d
172,Folarin Balogun,eng ENG,FW,Reims,fr Ligue 1,21-184,2001,16,13,1160,12.9,10,1,7,3,3,2,0,0.78,0.08,0.85,0.54,0.62,9.1,6.7,1.4,8.1,0.70,0.11,0.81,0.52,0.62,31822f8c
173,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,32-253,1990,7,2,375,4.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.07,0.07,0.00,0.07,7fecbcdb
174,Jonathan Bamba,fr FRA,FW,Lille,fr Ligue 1,26-283,1996,16,15,1345,14.9,4,3,4,0,0,3,0,0.27,0.20,0.47,0.27,0.47,3.9,3.9,3.4,7.3,0.26,0.23,0.49,0.26,0.49,b2bd0f6c
175,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,29-120,1993,10,4,429,4.8,0,1,0,0,1,0,0,0.00,0.21,0.21,0.00,0.21,4.1,3.3,0.3,3.6,0.86,0.06,0.93,0.70,0.76,93feac6e
176,Lameck Banda,zm ZAM,FWMF,Lecce,it Serie A,21-339,2001,15,10,889,9.9,1,1,1,0,0,2,0,0.10,0.10,0.20,0.10,0.20,0.7,0.7,0.9,1.6,0.07,0.09,0.16,0.07,0.16,8a6de8c7
177,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,27-280,1995,15,13,1050,11.7,2,0,2,0,0,3,0,0.17,0.00,0.17,0.17,0.17,1.2,1.2,1.3,2.5,0.11,0.11,0.22,0.11,0.22,d44360be
178,Léo Baptistão,br BRA,FWMF,Almería,es La Liga,30-130,1992,12,9,652,7.2,2,1,2,0,0,3,0,0.28,0.14,0.41,0.28,0.41,1.5,1.5,0.7,2.2,0.20,0.10,0.30,0.20,0.30,35f6db55
179,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,24-270,1998,12,4,431,4.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.9,0.04,0.15,0.19,0.04,0.19,2886c9b5
180,Antonín Barák,cz CZE,MF,Hellas Verona,it Serie A,28-031,1994,1,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,01efac19
181,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,28-031,1994,12,8,704,7.8,1,0,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,0.6,0.6,0.3,0.9,0.07,0.04,0.11,0.07,0.11,01efac19
182,Andrea Barberis,it ITA,MF,Monza,it Serie A,29-023,1993,7,3,316,3.5,0,1,0,0,0,0,0,0.00,0.28,0.28,0.00,0.28,0.1,0.1,0.3,0.4,0.03,0.09,0.12,0.03,0.12,32ebfe1e
183,Bradley Barcola,fr FRA,FWMF,Lyon,fr Ligue 1,20-123,2002,8,0,82,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.10,0.14,0.24,0.10,0.24,a0d55a09
184,Melvin Bard,fr FRA,DFMF,Nice,fr Ligue 1,22-058,2000,15,12,1107,12.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,1ddbc7ca
185,Keidi Bare,al ALB,MF,Espanyol,es La Liga,25-128,1997,11,3,330,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.14,0.05,0.18,0.14,0.18,03049c8c
186,Nicolò Barella,it ITA,MF,Inter,it Serie A,25-330,1997,15,15,1284,14.3,5,5,5,0,0,2,0,0.35,0.35,0.70,0.35,0.70,1.9,1.9,2.6,4.4,0.13,0.18,0.31,0.13,0.31,6928979a
187,Kike Barja,es ESP,MFFW,Osasuna,es La Liga,25-277,1997,8,3,301,3.3,1,0,1,0,0,0,0,0.30,0.00,0.30,0.30,0.30,0.2,0.2,0.4,0.6,0.06,0.11,0.17,0.06,0.17,aad53e64
188,Ross Barkley,eng ENG,MFFW,Nice,fr Ligue 1,29-029,1993,10,6,525,5.8,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,2.1,2.1,0.7,2.8,0.38,0.13,0.51,0.38,0.51,3a24769f
189,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,24-227,1998,6,0,83,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.06,0.08,0.15,0.06,0.15,a2a85828
190,Harvey Barnes,eng ENG,MFFW,Leicester City,eng Premier League,25-025,1997,15,15,1246,13.8,6,0,6,0,0,0,0,0.43,0.00,0.43,0.43,0.43,3.7,3.7,0.6,4.3,0.27,0.04,0.31,0.27,0.31,3ea50f67
191,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,23-000,2000,13,7,668,7.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.4,1.2,0.10,0.06,0.16,0.10,0.16,00242b75
192,Ander Barrenetxea,es ESP,FW,Real Sociedad,es La Liga,21-007,2001,4,0,62,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.00,0.08,0.08,0.08,200e89e1
193,Mickaël Barreto,fr FRA,MF,Ajaccio,fr Ligue 1,31-350,1991,4,1,144,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.10,0.19,0.29,0.10,0.29,e3844ecb
194,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,19-202,2003,2,1,97,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.04,0.09,0.13,0.04,0.13,45736cec
195,Musa Barrow,gm GAM,FWMF,Bologna,it Serie A,24-050,1998,11,9,688,7.6,2,1,2,0,0,1,0,0.26,0.13,0.39,0.26,0.39,1.2,1.2,2.2,3.4,0.16,0.29,0.45,0.16,0.45,e5bf73f3
196,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,26-105,1996,15,15,1350,15.0,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,1.0,1.0,0.0,1.0,0.07,0.00,0.07,0.07,0.07,5a08ee41
197,Toma Bašić,hr CRO,MF,Lazio,it Serie A,26-039,1996,11,3,277,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.11,0.09,0.20,0.11,0.20,80556f08
198,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,23-265,1999,11,9,727,8.1,0,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,0.5,0.5,0.9,1.4,0.06,0.11,0.17,0.06,0.17,75b86fb3
199,Simone Bastoni,it ITA,MFDF,Spezia,it Serie A,26-059,1996,11,10,804,8.9,2,2,2,0,0,4,0,0.22,0.22,0.45,0.22,0.45,0.8,0.8,0.9,1.7,0.09,0.10,0.19,0.09,0.19,1ac232b8
200,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,31-175,1991,12,8,647,7.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02,d637fc22
201,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,22-328,2000,14,12,1039,11.5,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.3,1.9,0.14,0.03,0.16,0.14,0.16,44a20f0c
202,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,32-215,1990,15,15,1350,15.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,47064058
203,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,26-305,1996,4,4,314,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.06,0.02,0.07,0.06,0.07,bd7d2e6d
204,Julian Baumgartlinger,at AUT,MF,Augsburg,de Bundesliga,35-001,1988,6,2,263,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.07,0.00,0.07,0.07,0.07,69374ff5
205,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,23-155,1999,15,15,1150,12.8,4,2,4,0,0,3,0,0.31,0.16,0.47,0.31,0.47,4.5,4.5,2.3,6.9,0.36,0.18,0.54,0.36,0.54,437f2b00
206,Cyrille Bayala,bf BFA,MF,Ajaccio,fr Ligue 1,26-224,1996,16,10,802,8.9,1,0,1,0,0,3,0,0.11,0.00,0.11,0.11,0.11,1.0,1.0,0.1,1.1,0.11,0.01,0.13,0.11,0.13,20e0dd86
207,Gavin Bazunu,ie IRL,GK,Southampton,eng Premier League,20-317,2002,17,17,1530,17.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,c91441dc
208,Bebé,cv CPV,FW,Rayo Vallecano,es La Liga,32-175,1990,4,0,60,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.12,0.13,0.25,0.12,0.25,d8712bf9
